tweet_id,airline_sentiment,is_reply,text,tweet_created,day_of_month,day_of_week,day_of_year,text_length,emojis
930553946023841794,negative,True,"@toppertorpe Pues siendo una, digamos, filial de IAG (sociedad de Iberia y British Airways) yo no les tocaría mucho… https://t.co/sAkK0jNuP1",Tue Nov 14 21:52:04 +0000 2017,14,1,318,140,
937424103488843776,negative,True,@Iberia No te preocupes @Iberia esperaré a que me toque algo en el #SorteoDeNavidad #CMUOC https://t.co/R17FtE54Gb,Sun Dec 03 20:51:37 +0000 2017,3,6,337,114,
923271099151994880,negative,True,@Iberia Si. Ya me había ido. No había ningún stand de Iberia en la zona del equipaje,Wed Oct 25 19:32:38 +0000 2017,25,2,298,84,
941368109289693186,neutral,False,Iberia celebra su 90 aniversario: casi un siglo volando con los españoles https://t.co/ABMOYka8R1… https://t.co/gERrOrmxWj,Thu Dec 14 18:03:41 +0000 2017,14,3,348,122,
942400199523295233,neutral,False,COSMO K - RYANAIR @OchoYMedioClub 15/12/2017: https://t.co/Qzq69heWIq vía @YouTube,Sun Dec 17 14:24:51 +0000 2017,17,6,351,82,
938270102583001088,neutral,False,"""Puedes encontrar tiempo para la tecnología y también para hablar con tu familia"".Echa un vistazo a esta interesant… https://t.co/zJHfS7uFHZ",Wed Dec 06 04:53:19 +0000 2017,6,2,340,140,
940735482958401536,positive,False,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/KBPIS0b16W,Wed Dec 13 00:09:51 +0000 2017,13,2,347,140,
933098303306076161,neutral,False,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/aUPaLAjIxK",Tue Nov 21 22:22:26 +0000 2017,21,1,325,140,
924989371480240128,neutral,True,@AlvProdz La A de... 😂😂😂 https://t.co/CmZuDTHQjz,Mon Oct 30 13:20:26 +0000 2017,30,0,303,51,"😂,😂,😂"
923485018898534400,neutral,True,"@Iberia @herifrade No, no. Por aquí mola más. Así os calamos.",Thu Oct 26 09:42:40 +0000 2017,26,3,299,61,
935245224242237446,neutral,False,Perdiendo tiempo y dinero gracias al embarque desastroso de @Iberia ya que da prioridad a quien da la gana! https://t.co/ipxx11jIti,Mon Nov 27 20:33:32 +0000 2017,27,0,331,131,
935522320709505025,neutral,False,Ofrecemos los suiguientes destinos : ✈ARGENTINA-GOL AIRLINES 600$ ✈MADRID-IBERIA AIRLINES 1200$ ✈CHILE-LATHAN AIRLI… https://t.co/blSAQa7TZc,Tue Nov 28 14:54:37 +0000 2017,28,1,332,140,
943085078678265856,negative,True,@Iberia Saben qué es lo que nos enoja a los consumidores de ustedes? Que no dicen nada porque no quieren comunicarl… https://t.co/bPyT3EScIX,Tue Dec 19 11:46:19 +0000 2017,19,1,353,140,
936308024574201857,negative,True,"@Iberia_en el vuelo ib3925 con retraso, sin anuncio de puerta para conexión para el vuelo ib3720. Sin finger, un so… https://t.co/H3j1oEeBTd",Thu Nov 30 18:56:43 +0000 2017,30,3,334,140,
927857767968378880,negative,True,@Apple Ya me gustaría pero estoy en paro y tengo otras prioridades. Ojalá y me pasara como a los del vuelo de Iberi… https://t.co/8ThRgIiXtt,Tue Nov 07 11:18:25 +0000 2017,7,1,311,140,
930121040629551112,negative,False,"La suerte no es para siempre, Iberia desciende a segunda división ►",Mon Nov 13 17:11:51 +0000 2017,13,0,317,67,
930132597883260929,negative,False,Hola @Iberia si yo no facturo maleta es básicamente para no tener que esperar por ella en las cintas. De este modo… https://t.co/g3Fjo1A4oS,Mon Nov 13 17:57:47 +0000 2017,13,0,317,139,
946768474763923457,negative,True,@Iberia @AirNostrumLAM Tenéis un descontrol descomunal. Ahora me pedís que@maletas me habéis entregado. No lo sabéi… https://t.co/5DNYRzLBKr,Fri Dec 29 15:42:49 +0000 2017,29,4,363,140,
933236222322917377,positive,False,"¡Promoción! Vuelos RyanAir a Europa desde 4,99 euros

TUS OFERTAS - https://t.co/WA0QZIYvzV",Wed Nov 22 07:30:28 +0000 2017,22,2,326,91,
923176300243759104,negative,True,@SamsungEspana @Iberia Me ubiera gustado estar en ese vuelo no solo por los note 8 si no porque colabora con samsung mi marca favorita,Wed Oct 25 13:15:56 +0000 2017,25,2,298,134,
940629364538003457,positive,True,@Iberia gracias por la información!,Tue Dec 12 17:08:11 +0000 2017,12,1,346,35,
936979903903424512,negative,True,@bonforterocio @Iberia @aa2000oficial es una vergüenza lo de esta empresa @inberia que opere de está manera son una… https://t.co/cQ1iGCqcDb,Sat Dec 02 15:26:31 +0000 2017,2,5,336,140,
941366647897681922,positive,False,"90 años 🎂
Muchos vuelos 🛫
¡Muchas felicidades! 😉
#Iberia #90Aniversario #FlotaIberia #Historia… https://t.co/6VTkripngo",Thu Dec 14 17:57:53 +0000 2017,14,3,348,122,"🎂,🛫,😉"
930458360180363266,neutral,False,"Ryanair se estanca en España https://t.co/7XApMp6QMz

Ryanair se estanca en España https://t.co/7XApMp6QMz

— El Independiente (indpcom) …",Tue Nov 14 15:32:14 +0000 2017,14,1,318,138,
925080174655258625,positive,False,[From our network] Iberia ofrecerá desde noviembre la clase Turista Premium en sus rutas a Lima…… https://t.co/D4zVE1EgRl,Mon Oct 30 19:21:15 +0000 2017,30,0,303,121,
930580935908708352,neutral,True,@xiskya Ese asiento se escoge en la app de iberia por ejemplo.,Tue Nov 14 23:39:19 +0000 2017,14,1,318,62,
941620617035399168,positive,False,Ryanair reconocerá a los sindicatos de pilotos para evitar un colapso de sus operaciones en Navidad… https://t.co/jrYHOAFoAZ,Fri Dec 15 10:47:04 +0000 2017,15,4,349,124,
932632190130819074,neutral,False,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/fVfUa1fM2y",Mon Nov 20 15:30:16 +0000 2017,20,0,324,140,
938407966436446208,negative,True,@Fly_Norwegian peor q Ryanair con las maletas. Los maleteros vacíos y mi maleta en la bodega teniendo como mucho 20… https://t.co/4QjQiybiv4,Wed Dec 06 14:01:08 +0000 2017,6,2,340,140,
945373030049570816,negative,False,"Vamos a ver, “Cosas que vuelan” y he contestado “Iberia”. 
¿La daríais por válida?",Mon Dec 25 19:17:49 +0000 2017,25,0,359,82,
944338839182725120,negative,True,@SupermanlopezN @Iberia @giroditalia Son unas bestias. No les importa nada.,Fri Dec 22 22:48:18 +0000 2017,22,4,356,75,
948204965100736514,negative,True,@Iberia dos dias intentando comprar un billete con cargo a avios y es imposible! No puedo pagar con ninguna tarjeta. Help!,Tue Jan 02 14:50:55 +0000 2018,2,1,2,122,
926099720203915264,neutral,True,@InfoViajera Gracias chicos. Ryanair se puso las pilas. Lo que comentábamos en el blog: está limpiando culpas por l… https://t.co/ClHxszYOzZ,Thu Nov 02 14:52:34 +0000 2017,2,3,306,140,
930607170277773312,negative,True,@Iberia @Iberia ya gané? 😓,Wed Nov 15 01:23:33 +0000 2017,15,2,319,27,😓
926873194061058048,neutral,True,@Iberia Hola Iberia!!!!,Sat Nov 04 18:06:04 +0000 2017,4,5,308,23,
948667410529341442,positive,False,"estos chicxs de @iberia son tozudos, no tiran la toalla hasta que consiguen solucionar la petición de un cliente, b… https://t.co/OyYO92T8LQ",Wed Jan 03 21:28:30 +0000 2018,3,2,3,140,
925290755014479872,neutral,False,"A partir de mañana costará 9,5 € reservar un vuelo de Iberia en los GDS vía @hosteltur https://t.co/y1GURiWdLF",Tue Oct 31 09:18:01 +0000 2017,31,1,304,110,
923281240752574464,neutral,True,@Iberia pero por la vía MD no me han respondido a las preguntas. Puedo cambiar el billete y pagar la diferencia?,Wed Oct 25 20:12:56 +0000 2017,25,2,298,112,
936704685771317248,negative,True,"@Iberia ""arrojen sus maletas por aquí que no hay sitio dentro de la cabina"" #vayaputamierdade aerolinea https://t.co/dQR9GFqikP",Fri Dec 01 21:12:54 +0000 2017,1,4,335,127,
933148460810997761,neutral,False,¿ que tan malo es Ryanair en Europa?,Wed Nov 22 01:41:44 +0000 2017,22,2,326,36,
923938934341750784,negative,False,Buenas tardes @Iberia su plataforma de pago online no funciona y sus operadores quieren robarme 20€/pax por hacer la gestion...,Fri Oct 27 15:46:22 +0000 2017,27,4,300,127,
937632844255584256,neutral,False,"""¿QUIERES PASAR LA NOCHEVIEJA EN GRECIA?""GANA 2 PASAJES AÉREOS MADRID - ATENAS con IBERIA y GRECIA VACACIONES! https://t.co/MAurgxKRov",Mon Dec 04 10:41:05 +0000 2017,4,0,338,134,
923942886063988736,positive,False,"Selección de 100 #Tripulantes de cabina, en #Sevilla, #Málaga, #Granada... para la compañía #Ryanair https://t.co/MNU0DcDBJB",Fri Oct 27 16:02:04 +0000 2017,27,4,300,124,
923129085827649536,negative,False,Gracias @Iberia por todos los ataques de ansiedad que tengo. Antes de despegar revisar bien los aviones,Wed Oct 25 10:08:19 +0000 2017,25,2,298,103,
950452229701500928,negative,False,Deberían quitarles la licencia y que sean otras compañías más serias las que ocupen su lugar. https://t.co/sMqaSkFwfe,Mon Jan 08 19:40:44 +0000 2018,8,0,8,117,
932606772149391362,positive,True,@Ryanair_ES Consigue tus sueños con Ryanair. 🛫🛫🛫,Mon Nov 20 13:49:16 +0000 2017,20,0,324,51,"🛫,🛫,🛫"
934390882811416576,negative,True,"@sninobecerra Quizás sea sólo en compañias de prácticas éticas dudosas, como el ejemplo q usted pone de #Ryanair",Sat Nov 25 11:58:41 +0000 2017,25,5,329,112,
936524627664351232,neutral,True,@Ryanair #TravelThursday Alicante,Fri Dec 01 09:17:25 +0000 2017,1,4,335,33,
942806538292428801,positive,False,IBERIA Y AIR NOSTRUM AUMENTARáN UN 25 % LA OFERTA DE PLAZAS A MADRID EN 2018 https://t.co/hTRcNnyykM,Mon Dec 18 17:19:29 +0000 2017,18,0,352,100,
943010772300566528,neutral,True,@zordor @Flapy @Iberia Decid que lleváis onigiris de souvenirs,Tue Dec 19 06:51:03 +0000 2017,19,1,353,62,
940851061732052994,negative,True,@Iberia Y luego cuando fuimos para obtener bono hotel nos dijeron que no que por haberlo comprado por cuenta propia no nos daban nada....,Wed Dec 13 07:49:07 +0000 2017,13,2,347,137,
945657522496602113,negative,False,Por no contar la vez que nos cobraron en un grupo a cada uno distinto por maleta facturada; o la pésima atención te… https://t.co/ZvfCyv4Lfv,Tue Dec 26 14:08:17 +0000 2017,26,1,360,140,
935513720587014144,negative,True,@rafallopz @Iberia Yo viajo con Iberia en enero. Tengo miedo 😓😨,Tue Nov 28 14:20:26 +0000 2017,28,1,332,65,"😓,😨"
927654665881309186,neutral,True,"@Iberia 
Llevo 15 minutos tratando de comunicarme por teléfono para información sobre mi reserva.pueden ayudarme? Gracias.",Mon Nov 06 21:51:21 +0000 2017,6,0,310,122,
936588883713843200,negative,False,Llevo 2 dias sin maletas gracias a @Iberia Tengo una boda anla que asistir y solo tengo lo puesto. El servicio por… https://t.co/B5V93Xf6lZ,Fri Dec 01 13:32:45 +0000 2017,1,4,335,139,
935255761470582785,negative,False,Vuelo cancelado = Moussaka de las gordas en el mostrador de Ryanair,Mon Nov 27 21:15:24 +0000 2017,27,0,331,67,
943062868085309440,positive,False,CHEP y Danone Iberia unen esfuerzos para conseguir sus objetivos de sostenibilidad @CHEP_Spain @CHEP… https://t.co/0b6EzazC0s,Tue Dec 19 10:18:03 +0000 2017,19,1,353,125,
945978662834360320,neutral,True,"@JuditLpez Síí Ryanair es jajaja y de vuelta también Ryanair, yo a lo barato XDDDDD",Wed Dec 27 11:24:23 +0000 2017,27,2,361,83,
941614324560420864,negative,True,@Iberia @SilOsitos IBERIA siempre del lado de los que no hacen nada para solucionar los problemas que generan. Bien.,Fri Dec 15 10:22:03 +0000 2017,15,4,349,116,
927201899434201088,neutral,False,"#AHORA | En breve parte @Uruguay rumbo a Varsovia para jugar el primer amistoso con Polonia. Vuelo de Iberia, escal… https://t.co/XsAmSuGPWV",Sun Nov 05 15:52:14 +0000 2017,5,6,309,140,
941315427547992064,negative,True,@Iberia @WavesANDWind Decidme por favor que tenéis ese avión bajo custodia en algún lugar... 😞,Thu Dec 14 14:34:21 +0000 2017,14,3,348,95,😞
945961386382938113,negative,True,@Iberia Y en la web de iberia no me salen los vuelos de la ccompañia a las 7 de la mañana y en otras web de viajes si,Wed Dec 27 10:15:44 +0000 2017,27,2,361,117,
943199382366810118,positive,True,"@fdans El año pasado ida a París y vuelta de Edimburgo por 50 y 25 euros respectivamente, en Iberia",Tue Dec 19 19:20:31 +0000 2017,19,1,353,99,
937740735792713733,negative,False,Que se retrase tu vuelo es una putada. Pero que se retrase tu vuelo volando con Ryanair es el colmo de las putadas.,Mon Dec 04 17:49:48 +0000 2017,4,0,338,115,
941011356442152960,negative,True,@Iberia Más de 48 horas y nadie ofrece soluciones @Iberia @aena,Wed Dec 13 18:26:05 +0000 2017,13,2,347,63,
933553917077676032,negative,False,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/prDAmG1qhy",Thu Nov 23 04:32:53 +0000 2017,23,3,327,139,
937270448013959169,negative,True,@Iberia no resolvió nada. Solo pregunto. Sigue el mensaje directo,Sun Dec 03 10:41:03 +0000 2017,3,6,337,65,
937121508744409088,positive,False,"2 meses y empiezo a trabajar con Iberia, que ricoooo😚❤",Sun Dec 03 00:49:13 +0000 2017,3,6,337,55,"😚,❤"
927544456496271360,negative,False,Cuidado estafa reserva en la Web de @iberia. Pueden acabar reservando vuelos con otro origen ya que te lo cambia sin avisar.30 € cancelación,Mon Nov 06 14:33:26 +0000 2017,6,0,310,140,
935975050401976320,negative,True,"@franciscoperalg @EvaMPont1 @vueling @Ryanair @easyJet La señora se pasó de lista, y tal como estan las cosas quiso… https://t.co/zIFkdTytB3",Wed Nov 29 20:53:36 +0000 2017,29,2,333,140,
941338043021131776,positive,False,Norwegian reta a Iberia con vuelos a EEUU desde Madrid https://t.co/twgViZTLbB,Thu Dec 14 16:04:13 +0000 2017,14,3,348,78,
941641562588680193,neutral,False,La nueva política de equipajes de Ryanair entrará en vigor el próximo 15 de enero https://t.co/IizRGPhX1o,Fri Dec 15 12:10:18 +0000 2017,15,4,349,105,
944685275594272775,neutral,False,CCOO consigue que España sea el primer país europeo en el que Ryanair comience las negociaciones de un convenio... https://t.co/wSwWH68U8u,Sat Dec 23 21:44:55 +0000 2017,23,5,357,138,
947176246798176257,negative,True,@jotero46 @Rafanoguera98 @ivan_cortina @Iberia Iberia no paga ni las indemnizaciones que le corresponden por ley ni… https://t.co/3qcanFYdWT,Sat Dec 30 18:43:09 +0000 2017,30,5,364,140,
943946961119580160,negative,True,@TheDrRodriguez @British_Airways @Iberia Ha! Eu e mais a miña moza daquela saímos en tódalas teles en 1999 grazas a… https://t.co/zcOW0TZC1V,Thu Dec 21 20:51:07 +0000 2017,21,3,355,140,
936650637424644096,positive,False,Iberia Express ofrece 5.000 vuelos a 5 euros https://t.co/qwa8NyySWJ,Fri Dec 01 17:38:08 +0000 2017,1,4,335,68,
944888903911305216,negative,True,"@Iberia Pues es lo que estoy haciendo, reportandola! Así que hagan el favor  @Iberia o @renfe de entenderse y propo… https://t.co/CB0QMYRlDc",Sun Dec 24 11:14:04 +0000 2017,24,6,358,140,
936627019760021504,neutral,True,"@toy_fa @Iberia Hola. A ese respecto, acude con @SATMX Saludos.",Fri Dec 01 16:04:17 +0000 2017,1,4,335,63,
